,t,s
86113,86.113,-1.3588016836538535
86114,86.114,-1.3634245449272264
86115,86.115,-1.3680471385423685
86116,86.116,-1.3726681104413399
86117,86.117,-1.3772860975836299
86118,86.118,-1.3818997283470504
86119,86.119,-1.3865076229382463
86120,86.12,-1.3911083938128823
86121,86.121,-1.39570064610555
86122,86.122,-1.4002829780695156
86123,86.123,-1.404853981526224
86124,86.124,-1.4094122423247708
86125,86.125,-1.4139563408112632
86126,86.126,-1.4184848523081097
86127,86.127,-1.4229963476033587
86128,86.128,-1.4274893934499733
86129,86.129,-1.4319625530751685
86130,86.13,-1.4364143866997099
86131,86.131,-1.440843452067267
86132,86.132,-1.4452483049836922
86133,86.133,-1.4496274998662706
86134,86.134,-1.453979590302896
86135,86.135,-1.458303129621033
86136,86.136,-1.4625966714665084
86137,86.137,-1.4668587703919524
86138,86.138,-1.4710879824548357
86139,86.139,-1.4752828658249684
86140,86.14,-1.4794419814013275
86141,86.141,-1.483563893438064
86142,86.142,-1.4876471701795009
86143,86.143,-1.4916903845039706
86144,86.144,-1.4956921145762179
86145,86.145,-1.4996509445082056
86146,86.146,-1.5035654650280197
86147,86.147,-1.50743427415662
86148,86.148,-1.5112559778921413
86149,86.149,-1.5150291909014173
86150,86.15,-1.5187525372183848
86151,86.151,-1.5224246509490063
86152,86.152,-1.526044176982315
86153,86.153,-1.5296097717071677
86154,86.154,-1.533120103734266
86155,86.155,-1.5365738546229728
86156,86.156,-1.539969719612449
86157,86.157,-1.543306408356574
86158,86.158,-1.5465826456621234
86159,86.159,-1.5497971722296322
86160,86.16,-1.55294874539635
86161,86.161,-1.5560361398806744
86162,86.162,-1.5590581485274193
86163,86.163,-1.562013583053261
86164,86.164,-1.5649012747916498
86165,86.165,-1.5677200754365155
86166,86.166,-1.5704688577839858
86167,86.167,-1.5731465164713903
86168,86.168,-1.5757519687127892
86169,86.169,-1.5782841550301805
86170,86.17,-1.5807420399795926
86171,86.171,-1.583124612871268
86172,86.172,-1.5854308884830333
86173,86.173,-1.5876599077659856
86174,86.174,-1.5898107385416864
86175,86.175,-1.5918824761899029
86176,86.176,-1.5938742443259815
86177,86.177,-1.595785195467049
86178,86.178,-1.5976145116859637
86179,86.179,-1.5993614052522407
86180,86.18,-1.6010251192589007
86181,86.181,-1.602604928234381
86182,86.182,-1.6041001387385851
86183,86.183,-1.6055100899420642
86184,86.184,-1.6068341541874656
86185,86.185,-1.6080717375323077
86186,86.186,-1.6092222802722105
86187,86.187,-1.610285257443569
86188,86.188,-1.6112601793048844
86189,86.18900000000001,-1.6121465917958728
86190,86.19,-1.6129440769734085
86191,86.191,-1.6136522534235123
86192,86.19200000000001,-1.614270776648625
86193,86.193,-1.6147993394292817
86194,86.194,-1.615237672159409
86195,86.19500000000001,-1.61558554315463
86196,86.196,-1.6158427589327327
86197,86.197,-1.6160091644656813
86198,86.19800000000001,-1.6160846434025176
86199,86.199,-1.6160691182625708
86200,86.2,-1.6159625505983706
86201,86.20100000000001,-1.6157649411277493
86202,86.202,-1.6154763298346821
86203,86.203,-1.6150967960383171
86204,86.20400000000001,-1.6146264584299894
86205,86.205,-1.6140654750776477
86206,86.206,-1.6134140433975486
86207,86.20700000000001,-1.6126724000929615
86208,86.208,-1.6118408210595672
86209,86.209,-1.6109196212575219
86210,86.21000000000001,-1.6099091545500905
86211,86.211,-1.6088098135087165
86212,86.212,-1.6076220291846006
86213,86.21300000000001,-1.6063462708469154
86214,86.214,-1.604983045687687
86215,86.215,-1.6035328984935455
86216,86.21600000000001,-1.6019964112846583
86217,86.217,-1.6003742029210224
86218,86.218,-1.5986669286765725
86219,86.21900000000001,-1.5968752797814454
86220,86.22,-1.5949999829328823
86221,86.221,-1.5930417997752828
86222,86.22200000000001,-1.5910015263499748
86223,86.223,-1.5888799925153436
86224,86.224,-1.5866780613379186
86225,86.22500000000001,-1.584396628455279
86226,86.226,-1.582036621411384
86227,86.227,-1.5795989989652628
86228,86.22800000000001,-1.577084750373921
86229,86.229,-1.5744948946502895
86230,86.23,-1.5718304797972538
86231,86.23100000000001,-1.5690925820187434
86232,86.232,-1.5662823049088554
86233,86.233,-1.5634007786201296
86234,86.23400000000001,-1.5604491590120677
86235,86.235,-1.5574286267810253
86236,86.236,-1.5543403865725993
86237,86.237,-1.5511856660777863
86238,86.238,-1.5479657151140056
86239,86.239,-1.5446818046923427
86240,86.24,-1.5413352260721551
86241,86.241,-1.5379272898043799
86242,86.242,-1.5344593247648104
86243,86.243,-1.5309326771786023
86244,86.244,-1.5273487096373446
86245,86.245,-1.5237088001099977
86246,86.246,-1.520014340948981
86247,86.247,-1.516266737892746
86248,86.248,-1.5124674090661256
86249,86.249,-1.5086177839797708
86250,86.25,-1.504719302529951
86251,86.251,-1.500773414000017
86252,86.252,-1.4967815760647838
86253,86.253,-1.4927452537990913
86254,86.254,-1.4886659186917799
86255,86.255,-1.484545047666291
86256,86.256,-1.4803841221090916
86257,86.257,-1.4761846269070886
86258,86.258,-1.4719480494951698
86259,86.259,-1.4676758789150057
86260,86.26,-1.4633696048861566
86261,86.261,-1.459030716890581
86262,86.262,-1.4546607032715355
86263,86.263,-1.4502610503478368
86264,86.264,-1.4458332415444768
86265,86.265,-1.4413787565404372
86266,86.266,-1.4368990704346316
86267,86.267,-1.4323956529307365
86268,86.268,-1.4278699675417776
86269,86.269,-1.42332347081512
86270,86.27,-1.4187576115786302
86271,86.271,-1.414173830208673
86272,86.272,-1.4095735579204598
86273,86.273,-1.4049582160814502
86274,86.274,-1.400329215548212
86275,86.275,-1.3956879560272801
86276,86.276,-1.391035825460417
86277,86.277,-1.386374199434669
86278,86.278,-1.3817044406175585
86279,86.279,-1.3770278982176745
86280,86.28,-1.3723459074709947
86281,86.281,-1.3676597891529925
86282,86.282,-1.3629708491168657
86283,86.283,-1.3582803778578605
86284,86.284,-1.3535896501038198
86285,86.285,-1.3488999244319928
86286,86.286,-1.3442124429121005
86287,86.287,-1.339528430775528
86288,86.288,-1.3348490961106343
86289,86.289,-1.330175629584061
86290,86.29,-1.3255092041877465
86291,86.291,-1.3208509750115578
86292,86.292,-1.3162020790413007
86293,86.293,-1.3115636349816793
86294,86.294,-1.306936743104112
86295,86.295,-1.3023224851188762
86296,86.296,-1.2977219240713054
86297,86.297,-1.293136104261603
86298,86.298,-1.2885660511878438
86299,86.299,-1.2840127715117093
86300,86.3,-1.2794772530464413
86301,86.301,-1.2749604647665782
86302,86.302,-1.2704633568388235
86303,86.303,-1.2659868606736226
86304,86.304,-1.2615318889967866
86305,86.305,-1.2570993359405536
86306,86.306,-1.2526900771535745
86307,86.307,-1.2483049699291402
86308,86.308,-1.2439448533509456
86309,86.309,-1.239610548455837
86310,86.31,-1.2353028584128747
86311,86.311,-1.2310225687179162
86312,86.312,-1.226770447403154
86313,86.313,-1.222547245260916
86314,86.31400000000001,-1.2183536960808814
86315,86.315,-1.2141905169002136
86316,86.316,-1.2100584082657293
86317,86.31700000000001,-1.205958054507478
86318,86.318,-1.2018901240229942
86319,86.319,-1.1978552695714892
86320,86.32000000000001,-1.1938541285773008
86321,86.321,-1.1898873234418637
86322,86.322,-1.1859554618634955
86323,86.32300000000001,-1.1820591371642466
86324,86.324,-1.1781989286232135
86325,86.325,-1.1743754018155192
86326,86.32600000000001,-1.1705891089562763
86327,86.327,-1.1668405892489133
86328,86.328,-1.1631303692371455
86329,86.32900000000001,-1.1594589631598806
86330,86.33,-1.155826873308466
86331,86.331,-1.1522345903856277
86332,86.33200000000001,-1.1486825938653897
86333,86.333,-1.145171352353425
86334,86.334,-1.1417013239471943
86335,86.33500000000001,-1.1382729565952698
86336,86.336,-1.1348866884552609
86337,86.337,-1.1315429482497408
86338,86.33800000000001,-1.128242155619683
86339,86.339,-1.1249847214747735
86340,86.34,-1.1217710483401526
86341,86.34100000000001,-1.1186015306989927
86342,86.342,-1.1154765553304904
86343,86.343,-1.112396501642736
86344,86.34400000000001,-1.109361742000006
86345,86.345,-1.1063726420440587
86346,86.346,-1.1034295610089644
86347,86.34700000000001,-1.1005328520290683
86348,86.348,-1.097682862439702
86349,86.349,-1.0948799340702482
86350,86.35000000000001,-1.092124403529199
86351,86.351,-1.089416602480868
86352,86.352,-1.086756857913429
86353,86.35300000000001,-1.084145492397969
86354,86.354,-1.0815828243382672
86355,86.355,-1.0790691682110258
86356,86.35600000000001,-1.0766048347962978
86357,86.357,-1.074190131397874
86358,86.358,-1.0718253620534086
86359,86.35900000000001,-1.0695108277340801
86360,86.36,-1.067246826533611
86361,86.361,-1.065033653846451
86362,86.362,-1.0628716025350269
86363,86.363,-1.0607609630858492
86364,86.364,-1.0587020237544398
86365,86.365,-1.0566950706989249
86366,86.366,-1.0547403881022097
86367,86.367,-1.0528382582827154
86368,86.368,-1.0509889617935755
86369,86.369,-1.049192777510274
86370,86.37,-1.0474499827067012
86371,86.371,-1.0457608531196358
86372,86.372,-1.044125663001642
86373,86.373,-1.042544685162412
86374,86.374,-1.041018190998609
86375,86.375,-1.0395464505121985
86376,86.376,-1.038129732317456
86377,86.377,-1.036768303636577
86378,86.378,-1.035462430284083
86379,86.379,-1.0342123766401352
86380,86.38,-1.0330184056127687
86381,86.381,-1.031880778589269
86382,86.382,-1.0307997553768313
86383,86.383,-1.0297755941325712
86384,86.384,-1.0288085512830916
86385,86.385,-1.0278988814338286
86386,86.386,-1.0270468372682724
86387,86.387,-1.0262526694372611
86388,86.388,-1.0255166264386286
86389,86.389,-1.0248389544872867
86390,86.39,-1.024219897376071
86391,86.391,-1.0236596963275009
86392,86.392,-1.0231585898367084
86393,86.393,-1.0227168135057703
86394,86.394,-1.0223345998696804
86395,86.395,-1.0220121782142415
86396,86.396,-1.021749774386035
86397,86.397,-1.0215476105949097
86398,86.398,-1.021405905209037
86399,86.399,-1.0213248725429536
86400,86.4,-1.0213047226388592
86401,86.401,-1.0213456610413196
86402,86.402,-1.021447888565832
86403,86.403,-1.0216116010613758
86404,86.404,-1.0218369891673575
86405,86.405,-1.0221242380651638
86406,86.406,-1.0224735272246381
86407,86.407,-1.022885030145796
86408,86.408,-1.0233589140959776
86409,86.409,-1.0238953398429107
86410,86.41,-1.0244944613837574
86411,86.411,-1.02515642567062
86412,86.412,-1.0258813723327032
86413,86.413,-1.026669433395456
86414,86.414,-1.027520732996983
86415,86.415,-1.0284353871020107
86416,86.416,-1.0294135032137277
86417,86.417,-1.0304551800836992
86418,86.418,-1.031560507420306
86419,86.419,-1.0327295655957909
86420,86.42,-1.033962425352357
86421,86.421,-1.0352591475075215
86422,86.422,-1.0366197826590062
86423,86.423,-1.0380443708894256
86424,86.424,-1.0395329414711083
86425,86.425,-1.0410855125712435
86426,86.426,-1.0427020909576072
86427,86.427,-1.04438267170522
86428,86.428,-1.0461272379040962
86429,86.429,-1.0479357603683357
86430,86.43,-1.0498081973469051
86431,86.431,-1.0517444942362009
86432,86.432,-1.0537445832947505
86433,86.433,-1.0558083833602212
86434,86.434,-1.0579357995689749
86435,86.435,-1.0601267230783975
86436,86.436,-1.0623810307922048
86437,86.437,-1.0646985850889572
86438,86.438,-1.0670792335539503
86439,86.43900000000001,-1.069522808714736
86440,86.44,-1.0720291277804126
86441,86.441,-1.0745979923849125
86442,86.44200000000001,-1.0772291883344698
86443,86.443,-1.0799224853594211
86444,86.444,-1.0826776368705353
86445,86.44500000000001,-1.0854943797200514
86446,86.446,-1.0883724339675678
86447,86.447,-1.0913115026509455
86448,86.44800000000001,-1.094311271562403
86449,86.449,-1.0973714090299307
86450,86.45,-1.1004915657041756
86451,86.45100000000001,-1.1036713743509527
86452,86.452,-1.1069104496495035
86453,86.453,-1.1102083879966465
86454,86.45400000000001,-1.1135647673169484
86455,86.455,-1.1169791468790415
86456,86.456,-1.120451067118208
86457,86.45700000000001,-1.1239800494653591
86458,86.458,-1.127565596182523
86459,86.459,-1.131207190204955
86460,86.46000000000001,-1.1349042949899715
86461,86.461,-1.1386563543726484
86462,86.462,-1.1424627924284654
86463,86.46300000000001,-1.1463230133429931
86464,86.464,-1.1502364012887674
86465,86.465,-1.1542023203094314
86466,86.46600000000001,-1.1582201142112283
86467,86.467,-1.162289106461977
86468,86.468,-1.1664086000976468
86469,86.46900000000001,-1.1705778776365712
86470,86.47,-1.1747962010014592
86471,86.471,-1.1790628114493178
86472,86.47200000000001,-1.1833769295093013
86473,86.473,-1.1877377549287207
86474,86.474,-1.1921444666271972
86475,86.47500000000001,-1.1965962226591742
86476,86.476,-1.2010921601847946
86477,86.477,-1.205631395449383
86478,86.47800000000001,-1.2102130237714879
86479,86.479,-1.2148361195397748
86480,86.48,-1.2194997362187756
86481,86.48100000000001,-1.2242029063636235
86482,86.482,-1.2289446416439964
86483,86.483,-1.2337239328773109
86484,86.48400000000001,-1.238539750071301
86485,86.485,-1.2433910424762056
86486,86.486,-1.2482767386466656
86487,86.487,-1.2531957465134251
86488,86.488,-1.2581469534650824
86489,86.489,-1.2631292264400398
86490,86.49,-1.2681414120287302
86491,86.491,-1.2731823365864485
86492,86.492,-1.278250806356761
86493,86.493,-1.2833456076058927
86494,86.494,-1.2884655067681299
86495,86.495,-1.2936092506024373
86496,86.496,-1.2987755663606046
86497,86.497,-1.3039631619670073
86498,86.498,-1.3091707262101908
86499,86.499,-1.3143969289465898
86500,86.5,-1.3196404213165336
86501,86.501,-1.324899835972708
86502,86.502,-1.3301737873213868
86503,86.503,-1.3354608717766712
86504,86.504,-1.3407596680278413
86505,86.505,-1.3460687373201938
86506,86.506,-1.3513866237495387
86507,86.507,-1.356711854570611
86508,86.508,-1.3620429405196057
86509,86.509,-1.3673783761511196
86510,86.51,-1.3727166401897215
86511,86.511,-1.3780561958963657
86512,86.512,-1.383395491449983
86513,86.513,-1.3887329603443073
86514,86.514,-1.3940670218003823
86515,86.515,-1.3993960811948352
86516,86.516,-1.4047185305041419
86517,86.517,-1.4100327487652198
86518,86.518,-1.415337102552445
86519,86.519,-1.4206299464713044
86520,86.52,-1.425909623668964
86521,86.521,-1.4311744663618802
86522,86.522,-1.4364227963805847
86523,86.523,-1.4416529257318853
86524,86.524,-1.4468631571786128
86525,86.525,-1.452051784836982
86526,86.526,-1.457217094791781
86527,86.527,-1.4623573657293998
86528,86.528,-1.467470869588831
86529,86.529,-1.4725558722306835
86530,86.53,-1.4776106341242454
86531,86.531,-1.4826334110526196
86532,86.532,-1.487622454835895
86533,86.533,-1.4925760140723823
86534,86.534,-1.4974923348977403
86535,86.535,-1.5023696617620261
86536,86.536,-1.507206238224461
86537,86.537,-1.5120003077657664
86538,86.538,-1.5167501146179392
86539,86.539,-1.5214539046111868
86540,86.54,-1.5261099260377764
86541,86.541,-1.5307164305325422
86542,86.542,-1.5352716739696863
86543,86.543,-1.539773917375511
86544,86.544,-1.54422142785668
86545,86.545,-1.5486124795435734
86546,86.546,-1.552945354548207
86547,86.547,-1.5572183439362348
86548,86.548,-1.561429748712416
86549,86.549,-1.5655778808189544
86550,86.55,-1.569661064146033
86551,86.551,-1.5736776355538453
86552,86.552,-1.5776259459053652
86553,86.553,-1.5815043611090602
86554,86.554,-1.5853112631707038
86555,86.555,-1.5890450512534078
86556,86.556,-1.5927041427449289
86557,86.557,-1.5962869743312857
86558,86.558,-1.5997920030756654
86559,86.559,-1.6032177075015384
86560,86.56,-1.606562588678918
86561,86.561,-1.6098251713125615
86562,86.562,-1.6130040048309846
86563,86.563,-1.6160976644750065
86564,86.56400000000001,-1.619104752384621
86565,86.565,-1.6220238986828557
86566,86.566,-1.6248537625552757
86567,86.56700000000001,-1.6275930333238382
86568,86.568,-1.6302404315136032
86569,86.569,-1.632794709910965
86570,86.57000000000001,-1.6352546546119093
86571,86.571,-1.6376190860588427
86572,86.572,-1.6398868600645038
86573,86.57300000000001,-1.6420568688214425
86574,86.574,-1.6441280418955715
86575,86.575,-1.6460993472022045
86576,86.57600000000001,-1.6479697919631235
86577,86.577,-1.6497384236430452
86578,86.578,-1.6514043308639952
86579,86.57900000000001,-1.6529666442960715
86580,86.58,-1.6544245375229836
86581,86.581,-1.6557772278808849
86582,86.58200000000001,-1.6570239772690385
86583,86.583,-1.6581640929307475
86584,86.584,-1.6591969282030714
86585,86.58500000000001,-1.6601218832339875
86586,86.586,-1.6609384056654781
86587,86.587,-1.6616459912811552
86588,86.58800000000001,-1.6622441846172131
86589,86.589,-1.66273257953521
86590,86.59,-1.663110819755581
86591,86.59100000000001,-1.6633785993505894
86592,86.592,-1.6635356631955758
86593,86.593,-1.6635818073774273
86594,86.59400000000001,-1.6635168795591824
86595,86.595,-1.6633407792998183
86596,86.596,-1.6630534583283016
86597,86.59700000000001,-1.6626549207711108
86598,86.598,-1.6621452233323315
86599,86.599,-1.6615244754257488
86600,86.60000000000001,-1.660792839258314
86601,86.601,-1.659950529864354
86602,86.602,-1.6589978150901274
86603,86.60300000000001,-1.6579350155284132
86604,86.604,-1.6567625044027536
86605,86.605,-1.6554807074011486
86606,86.60600000000001,-1.654090102459217
86607,86.607,-1.6525912194926828
86608,86.608,-1.6509846400792563
86609,86.60900000000001,-1.649270997090225
86610,86.61,-1.6474509742717902
86611,86.611,-1.6455253057766994
86612,86.612,-1.643494775646462
86613,86.613,-1.6413602172447612
86614,86.614,-1.639122512642699
86615,86.615,-1.636782591956492
86616,86.616,-1.634341432638469
86617,86.617,-1.631800058722309
86618,86.618,-1.629159540023396
86619,86.619,-1.6264209912953473
86620,86.62,-1.6235855713439424
86621,86.621,-1.6206544820995616
86622,86.622,-1.6176289676494138
86623,86.623,-1.6145103132310321
86624,86.624,-1.6112998441882846
86625,86.625,-1.6079989248915532
86626,86.626,-1.604608957623495
86627,86.627,-1.601131381432122
86628,86.628,-1.5975676709527729
86629,86.629,-1.5939193352007237
86630,86.63,-1.5901879163362025
86631,86.631,-1.586374988403609
86632,86.632,-1.5824821560468123
86633,86.633,-1.5785110532023285
86634,86.634,-1.5744633417723588
86635,86.635,-1.5703407102796096
86636,86.636,-1.5661448725058027
86637,86.637,-1.5618775661158741
86638,86.638,-1.5575405512698712
86639,86.639,-1.553135609224483
86640,86.64,-1.5486645409262088
86641,86.641,-1.5441291655981912
86642,86.642,-1.539531319322651
86643,86.643,-1.5348728536209137
86644,86.644,-1.5301556340329925
86645,86.645,-1.525381538698665
86646,86.646,-1.5205524569419582
86647,86.647,-1.5156702878609336
86648,86.648,-1.5107369389246423
86649,86.649,-1.5057543245790657
86650,86.65,-1.5007243648638486
86651,86.651,-1.495648984041562
86652,86.652,-1.4905301092412133
86653,86.653,-1.4853696691176606
86654,86.654,-1.4801695925285454
86655,86.655,-1.4749318072303088
86656,86.656,-1.4696582385947836
86657,86.657,-1.4643508083478318
86658,86.658,-1.4590114333314121
86659,86.659,-1.4536420242903982
86660,86.66,-1.4482444846854297
86661,86.661,-1.4428207095330106
86662,86.662,-1.437372584273965
86663,86.663,-1.4319019836713682
86664,86.664,-1.4264107707389238
86665,86.665,-1.420900795700752
86666,86.666,-1.4153738949834551
86667,86.667,-1.4098318902412619
86668,86.668,-1.4042765874149983
86669,86.669,-1.3987097758255238
86670,86.67,-1.3931332273022974
86671,86.671,-1.3875486953474954
86672,86.672,-1.3819579143362675
86673,86.673,-1.3763625987534471
86674,86.674,-1.3707644424670355
86675,86.675,-1.365165118038806
86676,86.676,-1.3595662760721516
86677,86.677,-1.3539695445973061
86678,86.678,-1.3483765284940845
86679,86.679,-1.3427888089520952
86680,86.68,-1.3372079429683803
86681,86.681,-1.3316354628823812
86682,86.682,-1.326072875948129
86683,86.683,-1.3205216639432957
86684,86.684,-1.3149832828150207
86685,86.685,-1.30945916236204
86686,86.686,-1.3039507059528255
86687,86.687,-1.2984592902792929
86688,86.688,-1.2929862651456163
86689,86.68900000000001,-1.2875329532916437
86690,86.69,-1.2821006502503387
86691,86.691,-1.276690624238748
86692,86.69200000000001,-1.2713041160816942
86693,86.693,-1.2659423391677456
86694,86.694,-1.2606064794366143
86695,86.69500000000001,-1.2552976953972643
86696,86.696,-1.2500171181760995
86697,86.697,-1.2447658515942686
86698,86.69800000000001,-1.2395449722734475
86699,86.699,-1.2343555297691113
86700,86.7,-1.2291985467306092
86701,86.70100000000001,-1.2240750190869913
86702,86.702,-1.2189859162578272
86703,86.703,-1.213932181388115
86704,86.70400000000001,-1.208914731606211
86705,86.705,-1.2039344583040674
86706,86.706,-1.1989922274386549
86707,86.70700000000001,-1.1940888798537217
86708,86.708,-1.189225231620899
86709,86.709,-1.1844020743992012
86710,86.71000000000001,-1.17962017581196
86711,86.711,-1.1748802798402034
86712,86.712,-1.170183107231582
86713,86.71300000000001,-1.1655293559237658
86714,86.714,-1.1609197014815014
86715,86.715,-1.156354797546204
86716,86.71600000000001,-1.1518352762972683
86717,86.717,-1.1473617489240915
86718,86.718,-1.1429348061079094
86719,86.71900000000001,-1.1385550185124358
86720,86.72,-1.1342229372824746
86721,86.721,-1.1299390945496028
86722,86.72200000000001,-1.1257040039439221
86723,86.723,-1.1215181611111058
86724,86.724,-1.1173820442338671
86725,86.72500000000001,-1.1132961145568827
86726,86.726,-1.1092608169144984
86727,86.727,-1.1052765802602575
86728,86.72800000000001,-1.1013438181975217
86729,86.729,-1.0974629295103717
86730,86.73,-1.0936342986940124
86731,86.73100000000001,-1.0898582964839543
86732,86.732,-1.0861352803832216
86733,86.733,-1.0824655951868782
86734,86.73400000000001,-1.0788495735031531
86735,86.735,-1.0752875362705623
86736,86.736,-1.071779793270303
86737,86.737,-1.0683266436333012
86738,86.738,-1.0649283763413655
86739,86.739,-1.06158527072175
86740,86.74,-1.0582975969346702
86741,86.741,-1.0550656164531427
86742,86.742,-1.0518895825346684
86743,86.743,-1.0487697406842407
86744,86.744,-1.0457063291082036
86745,86.745,-1.0426995791584985
86746,86.746,-1.039749715766859
86747,86.747,-1.0368569578685518
86748,86.748,-1.0340215188152504
86749,86.749,-1.031243606776688
86750,86.75,-1.0285234251307278
86751,86.751,-1.0258611728415252
86752,86.752,-1.0232570448254774
86753,86.753,-1.020711232304666
86754,86.754,-1.018223923147537
86755,86.755,-1.0157953021965636
86756,86.756,-1.013425551582669
86757,86.757,-1.011114851026213
86758,86.758,-1.0088633781243486
86759,86.759,-1.0066713086245749
86760,86.76,-1.0045388166843752
86761,86.761,-1.0024660751167642
86762,86.762,-1.0004532556216785
86763,86.763,-0.9985005290030978
86764,86.764,-0.9966080653718294
86765,86.765,-0.9947760343339127
86766,86.766,-0.9930046051645877
86767,86.767,-0.9912939469678189
86768,86.768,-0.9896442288213673
86769,86.769,-0.988055619907452
86770,86.77,-0.9865282896289637
86771,86.771,-0.9850624077113304
86772,86.772,-0.983658144290104
86773,86.773,-0.9823156699842798
86774,86.774,-0.9810351559554679
